ip,app,device,os,channel,click_time,is_attributed,click_date,duration_seconds,duration_minutes
84836,1,1,25,150,2017-11-08 17:28:44,0,2017-11-08,0,0.00
84836,3,1,25,489,2017-11-08 17:49:32,0,2017-11-08,1248,20.80
2334,9,1,17,466,2017-11-07 14:04:24,0,2017-11-07,0,0.00
279624,64,1,22,459,2017-11-08 06:38:05,0,2017-11-08,0,0.00
15360,15,1,3,140,2017-11-08 01:19:36,0,2017-11-08,0,0.00
15360,3,1,10,280,2017-11-08 02:01:04,0,2017-11-08,2488,41.47
15360,2,1,13,258,2017-11-08 16:14:08,0,2017-11-08,51184,853.07
95171,14,1,18,442,2017-11-08 06:32:55,0,2017-11-08,0,0.00
74442,18,3032,607,107,2017-11-07 00:06:17,0,2017-11-07,0,0.00
74442,12,1,13,259,2017-11-07 06:51:25,0,2017-11-07,24308,405.13
74442,2,1,23,212,2017-11-07 15:43:37,0,2017-11-07,31932,532.20
105311,23,1,10,153,2017-11-07 00:19:58,0,2017-11-07,0,0.00
105311,15,1,41,245,2017-11-07 01:51:13,0,2017-11-07,5475,91.25
105311,2,1,18,435,2017-11-07 17:40:19,0,2017-11-07,56946,949.10
123759,18,1,22,121,2017-11-08 00:45:54,0,2017-11-08,0,0.00
34449,10,1,19,377,2017-11-09 00:09:26,1,2017-11-09,0,0.00
209504,2,1,19,435,2017-11-09 06:53:57,0,2017-11-09,0,0.00
286432,19,67,24,213,2017-11-08 15:37:31,1,2017-11-08,0,0.00
61708,9,1,13,466,2017-11-07 14:07:40,0,2017-11-07,0,0.00
114759,9,1,15,445,2017-11-07 17:16:47,0,2017-11-07,0,0.00
105162,12,1,20,19,2017-11-09 04:14:31,0,2017-11-09,0,0.00
313579,45,1,35,5,2017-11-09 08:24:43,1,2017-11-09,0,0.00
215728,2,1,13,219,2017-11-09 00:09:01,0,2017-11-09,0,0.00
45408,9,1,19,489,2017-11-09 01:19:27,0,2017-11-09,0,0.00
102637,11,1,6,487,2017-11-08 13:23:35,0,2017-11-08,0,0.00
90243,9,1,19,258,2017-11-08 04:42:46,0,2017-11-08,0,0.00
121674,21,1,19,128,2017-11-09 03:17:20,0,2017-11-09,0,0.00
73107,9,1,9,466,2017-11-08 06:22:20,0,2017-11-08,0,0.00
110977,2,2,19,477,2017-11-07 16:31:48,0,2017-11-07,0,0.00
100071,9,1,15,134,2017-11-08 23:54:04,0,2017-11-08,0,0.00
66218,15,2,32,245,2017-11-08 13:57:07,0,2017-11-08,0,0.00
9094,35,1,18,21,2017-11-07 00:40:45,1,2017-11-07,0,0.00
109386,11,1,25,319,2017-11-07 14:18:09,0,2017-11-07,0,0.00
195816,12,2,13,265,2017-11-07 15:31:41,0,2017-11-07,0,0.00
78467,9,2,17,134,2017-11-09 05:24:56,0,2017-11-09,0,0.00
192667,10,1,19,317,2017-11-09 01:57:26,0,2017-11-09,0,0.00
134479,15,1,19,315,2017-11-09 06:16:16,0,2017-11-09,0,0.00
96081,1,1,13,153,2017-11-09 13:32:38,0,2017-11-09,0,0.00
59456,28,1,9,135,2017-11-09 01:26:43,0,2017-11-09,0,0.00
59456,20,1,3,478,2017-11-09 08:37:55,1,2017-11-09,25872,431.20
352218,19,0,50,213,2017-11-09 13:48:55,1,2017-11-09,0,0.00
121948,2,1,22,243,2017-11-07 04:33:17,0,2017-11-07,0,0.00
67037,7,1,41,101,2017-11-09 05:00:05,0,2017-11-09,0,0.00
108469,20,1,22,478,2017-11-08 03:59:31,0,2017-11-08,0,0.00
108469,2,1,22,469,2017-11-08 06:24:19,0,2017-11-08,8688,144.80
108469,12,1,19,265,2017-11-08 07:55:59,0,2017-11-08,5500,91.67
210301,19,0,24,213,2017-11-07 12:29:07,1,2017-11-07,0,0.00
15057,8,1,20,145,2017-11-09 10:57:06,0,2017-11-09,0,0.00
69315,2,1,17,435,2017-11-09 03:34:46,1,2017-11-09,0,0.00
143671,14,1,27,379,2017-11-07 12:07:28,0,2017-11-07,0,0.00
37467,2,1,15,435,2017-11-08 22:56:56,0,2017-11-08,0,0.00
61604,12,1,18,245,2017-11-07 21:22:54,0,2017-11-07,0,0.00
96105,12,1,13,178,2017-11-08 03:29:38,0,2017-11-08,0,0.00
353745,83,0,24,171,2017-11-09 11:35:25,1,2017-11-09,0,0.00
73761,14,1,17,401,2017-11-07 11:52:39,0,2017-11-07,0,0.00
17508,18,3032,607,107,2017-11-07 03:23:30,0,2017-11-07,0,0.00
119715,12,1,41,326,2017-11-07 03:56:20,0,2017-11-07,0,0.00
118598,9,1,13,127,2017-11-09 05:25:48,0,2017-11-09,0,0.00
151502,19,6,29,213,2017-11-07 03:12:20,1,2017-11-07,0,0.00
151502,13,1,20,477,2017-11-07 04:32:57,0,2017-11-07,4837,80.62
20732,3,1,6,409,2017-11-06 23:40:17,0,2017-11-06,0,0.00
21271,12,1,19,265,2017-11-08 13:22:50,0,2017-11-08,0,0.00
92902,18,1,13,121,2017-11-09 03:37:02,0,2017-11-09,0,0.00
92902,19,0,24,347,2017-11-09 08:35:36,0,2017-11-09,17914,298.57
8503,12,1,41,245,2017-11-08 10:19:34,0,2017-11-08,0,0.00
46465,26,1,13,266,2017-11-09 10:39:45,1,2017-11-09,0,0.00
100730,2,1,19,237,2017-11-08 04:29:31,0,2017-11-08,0,0.00
109522,3,1,41,280,2017-11-07 07:48:18,0,2017-11-07,0,0.00
36720,14,1,19,439,2017-11-07 01:27:57,0,2017-11-07,0,0.00
36720,9,2,56,244,2017-11-07 11:25:16,0,2017-11-07,35839,597.32
171556,2,1,13,452,2017-11-09 09:46:02,0,2017-11-09,0,0.00
43772,12,1,18,245,2017-11-08 12:58:21,0,2017-11-08,0,0.00
83146,24,1,13,105,2017-11-07 10:47:28,1,2017-11-07,0,0.00
254672,29,1,15,213,2017-11-08 11:27:34,1,2017-11-08,0,0.00
200815,15,1,10,265,2017-11-07 10:03:59,0,2017-11-07,0,0.00
35815,12,1,26,265,2017-11-09 07:09:36,0,2017-11-09,0,0.00
6668,18,1,41,121,2017-11-07 06:28:33,0,2017-11-07,0,0.00
174510,21,1,17,232,2017-11-09 13:09:39,0,2017-11-09,0,0.00
81252,3,1,13,489,2017-11-08 07:00:33,0,2017-11-08,0,0.00
108841,12,1,19,212,2017-11-08 02:54:28,0,2017-11-08,0,0.00
142651,23,1,13,479,2017-11-06 23:52:41,0,2017-11-06,0,0.00
161686,15,1,13,386,2017-11-07 04:37:22,0,2017-11-07,0,0.00
148098,15,1,10,379,2017-11-09 05:06:52,0,2017-11-09,0,0.00
268078,10,1,30,113,2017-11-08 02:33:10,1,2017-11-08,0,0.00
76563,3,1,6,173,2017-11-09 13:43:56,0,2017-11-09,0,0.00
45463,3,1,13,280,2017-11-07 02:42:51,0,2017-11-07,0,0.00
221066,10,1,19,377,2017-11-08 03:38:04,1,2017-11-08,0,0.00
221066,12,1,13,212,2017-11-08 12:31:05,0,2017-11-08,31981,533.02
63778,2,1,35,205,2017-11-09 13:55:35,0,2017-11-09,0,0.00
107008,9,1,19,215,2017-11-08 02:18:51,0,2017-11-08,0,0.00
107008,8,1,19,145,2017-11-08 05:39:42,0,2017-11-08,12051,200.85
107008,2,1,19,237,2017-11-08 05:59:28,0,2017-11-08,1186,19.77
107008,2,1,20,237,2017-11-08 13:14:45,0,2017-11-08,26117,435.28
107008,18,1,15,134,2017-11-08 14:53:50,0,2017-11-08,5945,99.08
107008,2,1,13,237,2017-11-08 19:55:59,0,2017-11-08,18129,302.15
107008,15,1,13,278,2017-11-08 22:51:45,0,2017-11-08,10546,175.77
2254,35,1,13,21,2017-11-07 01:59:04,1,2017-11-07,0,0.00
2614,9,1,10,215,2017-11-08 04:56:36,0,2017-11-08,0,0.00
10720,13,1,30,477,2017-11-07 10:53:52,0,2017-11-07,0,0.00
42585,15,1,18,386,2017-11-08 04:08:04,0,2017-11-08,0,0.00
222918,9,1,17,234,2017-11-09 15:10:49,0,2017-11-09,0,0.00
19613,2,1,19,236,2017-11-08 04:55:32,0,2017-11-08,0,0.00
130828,18,1,14,121,2017-11-08 11:16:13,0,2017-11-08,0,0.00
236267,29,1,13,213,2017-11-08 09:28:33,1,2017-11-08,0,0.00
81654,3,1,26,137,2017-11-07 03:13:38,0,2017-11-07,0,0.00
32310,13,1,22,477,2017-11-08 16:35:56,0,2017-11-08,0,0.00
80539,18,1,18,439,2017-11-08 13:30:17,0,2017-11-08,0,0.00
80539,19,0,24,347,2017-11-08 16:56:27,1,2017-11-08,12370,206.17
80539,15,1,8,245,2017-11-08 19:32:26,0,2017-11-08,9359,155.98
141447,2,1,9,237,2017-11-07 02:58:46,0,2017-11-07,0,0.00
318045,1,1,19,213,2017-11-09 05:43:11,1,2017-11-09,0,0.00
86105,18,1,6,107,2017-11-09 06:00:41,0,2017-11-09,0,0.00
86105,11,1,19,325,2017-11-09 10:49:09,0,2017-11-09,17308,288.47
82825,12,1,9,259,2017-11-08 12:26:36,0,2017-11-08,0,0.00
363732,19,0,24,347,2017-11-09 08:52:24,1,2017-11-09,0,0.00
316684,15,1,19,140,2017-11-09 13:40:44,0,2017-11-09,0,0.00
11678,9,1,6,232,2017-11-08 00:07:49,0,2017-11-08,0,0.00
11678,12,1,13,245,2017-11-08 12:49:33,0,2017-11-08,45704,761.73
64788,18,1,19,121,2017-11-08 10:44:53,0,2017-11-08,0,0.00
37916,23,1,22,153,2017-11-07 07:12:43,0,2017-11-07,0,0.00
6465,2,1,30,435,2017-11-06 23:33:45,0,2017-11-06,0,0.00
188502,64,1,17,459,2017-11-07 17:11:10,0,2017-11-07,0,0.00
329449,19,33,29,213,2017-11-09 06:08:12,1,2017-11-09,0,0.00
56171,12,1,30,409,2017-11-08 01:04:24,0,2017-11-08,0,0.00
66918,12,1,8,265,2017-11-06 19:27:30,0,2017-11-06,0,0.00
9161,12,1,6,259,2017-11-07 01:22:27,0,2017-11-07,0,0.00
9161,3,1,18,115,2017-11-07 12:24:18,0,2017-11-07,39711,661.85
194094,13,1,6,477,2017-11-09 11:26:42,0,2017-11-09,0,0.00
72713,23,1,13,479,2017-11-08 02:50:36,0,2017-11-08,0,0.00
317686,19,0,24,213,2017-11-08 23:02:04,1,2017-11-08,0,0.00
67067,3,1,40,211,2017-11-08 08:48:45,0,2017-11-08,0,0.00
72200,14,1,19,401,2017-11-07 00:06:53,0,2017-11-07,0,0.00
72200,3,1,9,19,2017-11-07 15:59:25,0,2017-11-07,57152,952.53
95003,19,33,29,213,2017-11-07 14:55:13,0,2017-11-07,0,0.00
151236,45,1,2,419,2017-11-07 09:08:07,1,2017-11-07,0,0.00
104533,26,1,13,121,2017-11-07 01:55:42,0,2017-11-07,0,0.00
2201,3,1,8,280,2017-11-07 02:03:50,0,2017-11-07,0,0.00
37109,12,1,19,245,2017-11-07 16:34:48,0,2017-11-07,0,0.00
22933,3,1,15,480,2017-11-06 23:22:07,0,2017-11-06,0,0.00
70084,12,1,17,178,2017-11-09 12:21:23,0,2017-11-09,0,0.00
311726,24,1,13,105,2017-11-08 18:42:59,0,2017-11-08,0,0.00
175139,29,1,13,213,2017-11-07 14:03:28,1,2017-11-07,0,0.00
170849,26,1,26,121,2017-11-07 06:40:07,1,2017-11-07,0,0.00
88789,12,1,13,140,2017-11-09 01:25:39,0,2017-11-09,0,0.00
88789,8,1,8,145,2017-11-09 08:46:33,0,2017-11-09,26454,440.90
119591,12,1,20,328,2017-11-08 04:43:16,0,2017-11-08,0,0.00
119591,3,1,28,379,2017-11-08 09:49:17,0,2017-11-08,18361,306.02
131649,121,1,9,203,2017-11-07 10:12:56,1,2017-11-07,0,0.00
83511,24,2,9,105,2017-11-09 06:39:34,0,2017-11-09,0,0.00
83511,2,1,13,364,2017-11-09 13:02:43,0,2017-11-09,22989,383.15
116581,2,1,19,452,2017-11-08 02:15:35,0,2017-11-08,0,0.00
116581,3,1,6,205,2017-11-08 11:31:22,0,2017-11-08,33347,555.78
80446,26,1,18,121,2017-11-07 10:11:28,0,2017-11-07,0,0.00
341529,5,1,23,113,2017-11-09 11:43:14,1,2017-11-09,0,0.00
43611,15,1,3,430,2017-11-06 16:41:36,0,2017-11-06,0,0.00
305087,280,1,22,101,2017-11-09 14:28:30,1,2017-11-09,0,0.00
65053,9,1,19,442,2017-11-09 09:55:11,0,2017-11-09,0,0.00
66210,10,1,19,113,2017-11-06 21:52:48,0,2017-11-06,0,0.00
155242,10,1,28,113,2017-11-06 23:38:55,1,2017-11-06,0,0.00
37417,2,1,19,452,2017-11-07 04:11:13,0,2017-11-07,0,0.00
38835,3,1,26,409,2017-11-06 17:07:08,0,2017-11-06,0,0.00
133900,12,1,19,409,2017-11-07 02:46:13,0,2017-11-07,0,0.00
133259,3,1,6,424,2017-11-08 07:23:52,0,2017-11-08,0,0.00
211659,2,1,19,219,2017-11-09 06:06:41,0,2017-11-09,0,0.00
168603,12,1,8,140,2017-11-08 10:22:30,0,2017-11-08,0,0.00
55726,2,1,30,477,2017-11-07 04:42:23,0,2017-11-07,0,0.00
48939,12,1,13,178,2017-11-08 09:22:19,0,2017-11-08,0,0.00
122824,9,1,28,466,2017-11-09 08:49:18,0,2017-11-09,0,0.00
125511,3,2,13,280,2017-11-07 04:07:56,0,2017-11-07,0,0.00
110596,3,1,8,371,2017-11-09 07:17:18,0,2017-11-09,0,0.00
110596,14,1,25,118,2017-11-09 10:02:47,0,2017-11-09,9929,165.48
110596,18,1,19,121,2017-11-09 11:00:54,0,2017-11-09,3487,58.12
126027,12,1,19,340,2017-11-09 11:15:47,0,2017-11-09,0,0.00
14025,15,1,19,315,2017-11-09 14:03:48,0,2017-11-09,0,0.00
300464,45,1,36,465,2017-11-09 05:53:50,1,2017-11-09,0,0.00
112217,18,3032,607,107,2017-11-07 15:38:07,0,2017-11-07,0,0.00
158616,19,579,29,213,2017-11-08 15:41:40,0,2017-11-08,0,0.00
47089,18,1,13,107,2017-11-08 12:04:24,0,2017-11-08,0,0.00
47089,3,1,10,280,2017-11-08 14:15:21,0,2017-11-08,7857,130.95
93789,9,1,17,134,2017-11-06 21:57:38,0,2017-11-06,0,0.00
159173,19,0,38,347,2017-11-07 13:29:52,1,2017-11-07,0,0.00
150071,29,1,19,213,2017-11-07 15:12:33,1,2017-11-07,0,0.00
13034,15,1,13,245,2017-11-08 09:54:24,1,2017-11-08,0,0.00
13034,9,2,9,232,2017-11-08 10:15:18,0,2017-11-08,1254,20.90
109368,14,1,19,480,2017-11-08 00:41:44,0,2017-11-08,0,0.00
109368,12,1,13,265,2017-11-08 07:05:29,0,2017-11-08,23025,383.75
59134,9,1,13,134,2017-11-09 08:38:31,0,2017-11-09,0,0.00
213490,9,2,19,215,2017-11-08 10:59:51,0,2017-11-08,0,0.00
47980,12,1,14,497,2017-11-07 05:04:54,0,2017-11-07,0,0.00
47980,20,2,37,259,2017-11-07 15:49:20,0,2017-11-07,38666,644.43
339749,37,1,20,213,2017-11-09 04:36:39,1,2017-11-09,0,0.00
14776,3,1,13,280,2017-11-09 05:27:54,0,2017-11-09,0,0.00
47424,9,1,17,134,2017-11-07 00:18:31,0,2017-11-07,0,0.00
72735,15,1,13,245,2017-11-09 05:27:11,0,2017-11-09,0,0.00
72433,22,1,9,116,2017-11-08 09:50:50,0,2017-11-08,0,0.00
64197,3,1,42,452,2017-11-09 05:43:42,0,2017-11-09,0,0.00
51495,3,1,19,280,2017-11-07 06:21:21,0,2017-11-07,0,0.00
170739,15,1,25,480,2017-11-08 17:14:47,0,2017-11-08,0,0.00
53689,3,1,3,280,2017-11-09 01:51:54,0,2017-11-09,0,0.00
53689,18,1,8,134,2017-11-09 07:12:53,0,2017-11-09,19259,320.98
53689,18,1,3,107,2017-11-09 11:09:00,0,2017-11-09,14167,236.12
80781,1,1,13,377,2017-11-07 13:23:20,0,2017-11-07,0,0.00
82018,24,1,22,178,2017-11-07 01:28:08,0,2017-11-07,0,0.00
191415,12,1,19,140,2017-11-07 04:16:20,0,2017-11-07,0,0.00
51220,3,1,19,424,2017-11-08 05:07:54,0,2017-11-08,0,0.00
48919,3,1,15,211,2017-11-09 15:31:50,0,2017-11-09,0,0.00
315003,10,1,7,113,2017-11-09 02:10:00,1,2017-11-09,0,0.00
212392,2,1,10,212,2017-11-08 02:07:20,0,2017-11-08,0,0.00
12524,2,1,53,205,2017-11-08 00:54:13,0,2017-11-08,0,0.00
12524,15,1,13,245,2017-11-08 04:39:37,0,2017-11-08,13524,225.40
12524,2,1,13,477,2017-11-08 09:54:24,0,2017-11-08,18887,314.78
12524,3,1,2,402,2017-11-08 10:22:57,0,2017-11-08,1713,28.55
12524,151,0,24,347,2017-11-08 23:16:41,0,2017-11-08,46424,773.73
43984,10,1,19,317,2017-11-08 06:17:56,1,2017-11-08,0,0.00
149573,24,1,13,178,2017-11-06 17:08:59,0,2017-11-06,0,0.00
108252,2,1,22,435,2017-11-09 11:21:04,0,2017-11-09,0,0.00
102659,12,1,13,178,2017-11-07 01:25:55,0,2017-11-07,0,0.00
7389,18,3032,607,420,2017-11-06 23:16:56,0,2017-11-06,0,0.00
85025,29,1,18,343,2017-11-09 14:27:24,0,2017-11-09,0,0.00
82427,2,1,13,477,2017-11-07 12:37:26,0,2017-11-07,0,0.00
82427,2,1,13,258,2017-11-07 16:03:00,0,2017-11-07,12334,205.57
15604,2,1,8,469,2017-11-06 16:44:11,0,2017-11-06,0,0.00
41121,18,1,18,107,2017-11-08 10:31:26,0,2017-11-08,0,0.00
30304,12,1,11,245,2017-11-08 00:06:43,0,2017-11-08,0,0.00
30304,12,1,9,265,2017-11-08 06:04:38,0,2017-11-08,21475,357.92
223908,14,1,13,463,2017-11-09 04:30:17,0,2017-11-09,0,0.00
81936,2,1,31,236,2017-11-08 16:51:59,0,2017-11-08,0,0.00
84594,3,1,53,173,2017-11-09 08:39:08,0,2017-11-09,0,0.00
105039,9,1,9,466,2017-11-09 10:32:25,1,2017-11-09,0,0.00
108972,3,1,13,280,2017-11-08 04:28:46,0,2017-11-08,0,0.00
25097,12,1,13,259,2017-11-09 00:17:27,0,2017-11-09,0,0.00
25097,151,0,24,347,2017-11-09 02:04:18,0,2017-11-09,6411,106.85
25097,50,0,0,213,2017-11-09 02:05:52,1,2017-11-09,94,1.57
25097,14,1,13,401,2017-11-09 12:02:24,0,2017-11-09,35792,596.53
36553,9,1,25,134,2017-11-07 02:18:12,0,2017-11-07,0,0.00
116041,32,1,43,376,2017-11-07 04:25:40,0,2017-11-07,0,0.00
116041,18,1,53,107,2017-11-07 10:34:37,0,2017-11-07,22137,368.95
86979,11,1,13,219,2017-11-07 00:19:51,0,2017-11-07,0,0.00
86979,12,1,16,265,2017-11-07 02:35:39,0,2017-11-07,8148,135.80
86979,25,1,35,259,2017-11-07 04:55:34,0,2017-11-07,8395,139.92
357418,2,1,19,477,2017-11-09 08:32:29,0,2017-11-09,0,0.00
66325,18,1,18,121,2017-11-07 09:52:53,0,2017-11-07,0,0.00
50949,3,1,16,280,2017-11-07 22:56:36,0,2017-11-07,0,0.00
176315,1,1,13,439,2017-11-07 10:44:47,0,2017-11-07,0,0.00
14354,9,1,12,232,2017-11-09 11:18:00,0,2017-11-09,0,0.00
63715,12,1,15,140,2017-11-07 18:49:30,0,2017-11-07,0,0.00
77652,9,1,13,442,2017-11-07 03:21:22,0,2017-11-07,0,0.00
20961,21,1,20,128,2017-11-09 06:27:43,0,2017-11-09,0,0.00
260699,12,1,17,245,2017-11-08 00:53:41,0,2017-11-08,0,0.00
37079,9,1,32,489,2017-11-08 01:04:27,0,2017-11-08,0,0.00
37079,9,1,22,107,2017-11-08 17:29:22,0,2017-11-08,59095,984.92
5282,12,1,10,265,2017-11-07 22:40:51,0,2017-11-07,0,0.00
92735,11,1,13,325,2017-11-07 06:20:22,0,2017-11-07,0,0.00
92735,3,1,27,480,2017-11-07 07:14:21,0,2017-11-07,3239,53.98
92735,9,2,58,234,2017-11-07 07:19:12,0,2017-11-07,291,4.85
92735,8,1,19,145,2017-11-07 14:11:47,0,2017-11-07,24755,412.58
92735,3,1,19,424,2017-11-07 16:30:38,0,2017-11-07,8331,138.85
92735,9,1,19,215,2017-11-07 16:36:44,0,2017-11-07,366,6.10
92735,15,1,1,245,2017-11-07 16:45:55,0,2017-11-07,551,9.18
92735,13,1,19,400,2017-11-07 19:01:43,0,2017-11-07,8148,135.80
92735,18,1,6,121,2017-11-07 22:55:34,0,2017-11-07,14031,233.85
126297,2,1,13,219,2017-11-08 19:47:26,0,2017-11-08,0,0.00
198,18,1,22,107,2017-11-08 04:13:37,1,2017-11-08,0,0.00
7612,3,1,19,480,2017-11-07 01:51:40,0,2017-11-07,0,0.00
466,13,1,19,477,2017-11-07 08:06:34,0,2017-11-07,0,0.00
32457,3,1,15,19,2017-11-09 00:40:18,0,2017-11-09,0,0.00
32457,8,1,13,145,2017-11-09 04:59:59,0,2017-11-09,15581,259.68
32457,18,1,19,376,2017-11-09 08:47:13,1,2017-11-09,13634,227.23
92735,3,2,15,280,2017-11-06 16:32:35,0,2017-11-06,0,0.00
92735,2,1,13,258,2017-11-06 18:01:02,0,2017-11-06,5307,88.45
95545,83,67,24,320,2017-11-08 03:29:14,0,2017-11-08,0,0.00
194913,2,1,13,219,2017-11-07 01:44:37,0,2017-11-07,0,0.00
194913,14,1,19,134,2017-11-07 09:34:51,0,2017-11-07,28214,470.23
241922,10,1,61,113,2017-11-08 04:45:25,1,2017-11-08,0,0.00
241922,5,1,43,113,2017-11-08 05:43:45,1,2017-11-08,3500,58.33
71482,18,1,10,439,2017-11-08 14:04:30,0,2017-11-08,0,0.00
10223,64,1,23,459,2017-11-07 03:11:34,0,2017-11-07,0,0.00
118582,3,1,13,280,2017-11-08 04:07:22,0,2017-11-08,0,0.00
27499,18,1,19,107,2017-11-09 07:02:09,0,2017-11-09,0,0.00
65785,12,1,10,265,2017-11-09 01:06:32,0,2017-11-09,0,0.00
65785,9,1,8,450,2017-11-09 09:41:34,0,2017-11-09,30902,515.03
121616,13,1,19,477,2017-11-07 01:01:34,0,2017-11-07,0,0.00
170761,27,1,13,153,2017-11-09 09:24:42,0,2017-11-09,0,0.00
53513,2,1,13,236,2017-11-08 05:06:25,0,2017-11-08,0,0.00
69088,12,1,13,328,2017-11-07 01:55:34,0,2017-11-07,0,0.00
69088,2,1,13,401,2017-11-07 05:16:38,0,2017-11-07,12064,201.07
11599,3,1,37,424,2017-11-08 16:55:16,0,2017-11-08,0,0.00
9238,27,1,9,153,2017-11-08 14:52:49,0,2017-11-08,0,0.00
92376,10,1,3,377,2017-11-07 07:16:55,0,2017-11-07,0,0.00
92376,3,1,19,280,2017-11-07 07:19:47,0,2017-11-07,172,2.87
127380,8,1,14,145,2017-11-09 11:06:50,0,2017-11-09,0,0.00
223596,72,1,20,101,2017-11-08 13:15:18,1,2017-11-08,0,0.00
207899,9,1,25,445,2017-11-09 06:59:37,0,2017-11-09,0,0.00
50375,12,1,13,424,2017-11-07 09:56:43,0,2017-11-07,0,0.00
50375,13,1,19,400,2017-11-07 13:26:06,0,2017-11-07,12563,209.38
131676,19,122,0,282,2017-11-07 14:21:30,1,2017-11-07,0,0.00
192006,3,1,6,173,2017-11-06 22:17:15,1,2017-11-06,0,0.00
200654,20,1,28,478,2017-11-08 01:31:04,0,2017-11-08,0,0.00
132566,3,1,8,211,2017-11-08 06:28:41,0,2017-11-08,0,0.00
228031,12,1,47,497,2017-11-08 14:18:04,0,2017-11-08,0,0.00
189973,26,1,19,266,2017-11-08 06:06:04,0,2017-11-08,0,0.00
261486,29,1,18,213,2017-11-08 15:49:05,1,2017-11-08,0,0.00
57317,9,1,25,134,2017-11-08 14:24:29,0,2017-11-08,0,0.00
95388,3,1,19,137,2017-11-06 21:58:13,0,2017-11-06,0,0.00
201934,18,1,19,107,2017-11-07 10:27:02,1,2017-11-07,0,0.00
200424,19,356,21,333,2017-11-07 03:41:10,1,2017-11-07,0,0.00
13412,12,1,19,205,2017-11-07 06:09:12,0,2017-11-07,0,0.00
93887,15,1,19,386,2017-11-08 13:45:52,0,2017-11-08,0,0.00
212507,84,0,38,101,2017-11-07 15:05:53,1,2017-11-07,0,0.00
239279,12,1,19,19,2017-11-09 02:37:28,0,2017-11-09,0,0.00
48684,3,1,18,280,2017-11-09 01:31:20,0,2017-11-09,0,0.00
48684,3,1,20,280,2017-11-09 05:10:46,0,2017-11-09,13166,219.43
89084,64,1,13,459,2017-11-08 11:06:04,0,2017-11-08,0,0.00
143400,9,1,10,334,2017-11-07 01:09:16,0,2017-11-07,0,0.00
116853,14,1,17,480,2017-11-09 03:21:28,0,2017-11-09,0,0.00
116853,13,1,19,477,2017-11-09 14:15:26,0,2017-11-09,39238,653.97
4759,6,1,30,459,2017-11-07 05:33:44,0,2017-11-07,0,0.00
4759,23,1,17,153,2017-11-07 12:41:10,0,2017-11-07,25646,427.43
86908,9,1,17,466,2017-11-08 10:20:54,0,2017-11-08,0,0.00
86908,14,1,25,379,2017-11-08 12:22:07,0,2017-11-08,7273,121.22
307421,12,1,13,265,2017-11-08 18:09:38,0,2017-11-08,0,0.00
301088,45,1,4,419,2017-11-09 15:30:51,1,2017-11-09,0,0.00
248204,29,1,15,213,2017-11-08 14:07:35,1,2017-11-08,0,0.00
72213,3,1,19,205,2017-11-07 03:01:06,0,2017-11-07,0,0.00
10158,8,1,17,145,2017-11-08 09:16:54,0,2017-11-08,0,0.00
286091,1,1,17,134,2017-11-08 04:23:56,0,2017-11-08,0,0.00
18139,8,1,20,145,2017-11-07 10:47:17,1,2017-11-07,0,0.00
199565,11,1,12,173,2017-11-07 06:27:16,0,2017-11-07,0,0.00
199565,18,1,37,134,2017-11-07 08:39:08,0,2017-11-07,7912,131.87
155568,18,1,4,107,2017-11-08 16:45:10,0,2017-11-08,0,0.00
41535,19,0,50,213,2017-11-08 21:40:07,1,2017-11-08,0,0.00
38634,26,1,13,121,2017-11-09 07:49:45,0,2017-11-09,0,0.00
4463,14,1,25,478,2017-11-09 06:23:52,0,2017-11-09,0,0.00
48546,107,1,19,171,2017-11-08 01:11:47,1,2017-11-08,0,0.00
329047,19,211,29,213,2017-11-09 09:37:18,1,2017-11-09,0,0.00
157868,12,1,13,245,2017-11-08 09:57:31,0,2017-11-08,0,0.00
122679,8,1,18,140,2017-11-07 02:00:11,1,2017-11-07,0,0.00
122679,15,1,19,315,2017-11-07 04:14:47,0,2017-11-07,8076,134.60
122679,12,1,3,328,2017-11-07 10:59:44,0,2017-11-07,24297,404.95
122679,10,1,13,113,2017-11-07 12:09:57,1,2017-11-07,4213,70.22
132366,3,1,13,173,2017-11-07 00:52:34,0,2017-11-07,0,0.00
331859,14,2,9,467,2017-11-08 17:19:52,0,2017-11-08,0,0.00
132743,2,1,8,377,2017-11-07 11:57:20,0,2017-11-07,0,0.00
115655,3,1,9,480,2017-11-09 06:35:56,0,2017-11-09,0,0.00
32612,3,1,19,130,2017-11-09 02:24:26,0,2017-11-09,0,0.00
32612,8,1,17,145,2017-11-09 11:01:13,1,2017-11-09,31007,516.78
85139,12,1,11,124,2017-11-08 04:36:03,0,2017-11-08,0,0.00
73751,19,0,29,347,2017-11-09 09:51:07,1,2017-11-09,0,0.00
3239,12,1,37,265,2017-11-09 02:28:31,0,2017-11-09,0,0.00
3239,2,1,13,237,2017-11-09 05:33:11,0,2017-11-09,11080,184.67
3239,18,1,22,107,2017-11-09 14:51:20,0,2017-11-09,33489,558.15
115661,9,1,13,442,2017-11-07 05:24:39,0,2017-11-07,0,0.00
100226,10,1,19,317,2017-11-07 09:49:30,1,2017-11-07,0,0.00
33790,35,1,19,274,2017-11-07 17:54:08,1,2017-11-07,0,0.00
14858,35,1,3,274,2017-11-07 22:45:09,1,2017-11-07,0,0.00
21601,12,1,10,265,2017-11-07 14:43:23,0,2017-11-07,0,0.00
