ip,app,total_clicks,click_time_range
106143,18,3,4043
144809,9,1,0
97773,12,2,201
1994,3,1,0
179524,12,1,0
43783,2,1,0
55893,14,1,0
249932,15,1,0
184078,10,1,0
73503,19,1,0
28223,9,1,0
9044,3,1,0
90680,35,1,0
10813,15,1,0
200788,2,1,0
227921,10,1,0
43772,12,1,0
154032,18,1,0
48170,14,1,0
57528,18,1,0
7991,8,1,0
36549,6,1,0
145553,19,1,0
27365,12,1,0
58918,18,1,0
117410,9,1,0
183989,3,1,0
2321,25,1,0
111096,2,1,0
17952,15,1,0
185929,14,1,0
178050,29,1,0
141837,12,1,0
103147,12,1,0
226405,125,1,0
87012,12,1,0
105215,21,1,0
175837,3,3,2390
60575,1,1,0
188639,10,1,0
320057,19,1,0
121701,15,1,0
8330,24,1,0
275476,10,1,0
91793,2,1,0
13639,3,1,0
106959,13,1,0
115833,2,1,0
41229,2,1,0
119422,12,1,0
83388,3,3,2189
20905,18,1,0
114683,3,1,0
211645,145,1,0
216435,19,1,0
212330,35,1,0
77314,3,1,0
27946,23,1,0
130068,3,1,0
54322,2,1,0
299260,10,1,0
66316,12,1,0
218098,12,1,0
94468,21,1,0
239796,64,1,0
73839,20,1,0
57330,3,1,0
177646,21,1,0
258526,2,1,0
53931,12,1,0
299921,29,1,0
76972,3,2,2000
38297,18,1,0
159866,2,1,0
30304,18,1,0
199292,14,1,0
110768,12,1,0
152586,18,1,0
37540,19,1,0
173718,18,1,0
66824,11,1,0
64282,12,1,0
39784,12,2,2054
91618,35,1,0
217560,3,1,0
238382,2,1,0
162549,12,1,0
46077,3,1,0
60191,12,1,0
100393,1,1,0
9513,21,1,0
189936,14,1,0
93222,3,1,0
86767,13,4,1129
34691,11,1,0
88281,15,1,0
108386,66,1,0
44456,7,1,0
170174,64,1,0
80975,15,1,0
100117,3,1,0
290758,5,1,0
22419,15,1,0
152957,9,1,0
99130,3,1,0
48862,35,1,0
7228,15,1,0
187098,29,1,0
5574,22,1,0
97995,12,1,0
85085,14,2,349
59572,2,2,1
18669,3,1,0
194436,9,1,0
61558,14,1,0
188387,12,1,0
110390,2,1,0
57520,12,1,0
32252,9,3,1659
29290,14,1,0
120012,20,1,0
133936,2,1,0
37801,3,2,840
42843,3,1,0
89680,8,1,0
49649,18,1,0
108820,12,1,0
115748,18,1,0
1003,19,1,0
51043,18,1,0
294680,3,1,0
105679,18,1,0
111086,6,1,0
5314,72,1,0
100629,2,1,0
42502,15,1,0
210112,10,1,0
48285,3,1,0
67325,150,1,0
81478,14,1,0
13909,3,1,0
121278,18,1,0
41070,14,1,0
243066,19,1,0
262704,12,1,0
118400,9,1,0
173311,12,1,0
195436,19,1,0
180174,21,1,0
312031,19,1,0
204759,3,1,0
358287,3,1,0
108973,3,1,0
76883,10,1,0
127052,20,1,0
178118,2,1,0
67439,3,2,1860
41751,14,1,0
79396,3,1,0
115814,2,1,0
87879,25,2,783
172648,10,1,0
58146,13,1,0
89715,11,1,0
92673,3,4,3248
70691,14,1,0
50512,24,1,0
144286,35,1,0
325296,15,1,0
116272,18,1,0
105534,14,1,0
107204,29,1,0
8694,13,1,0
146001,8,2,521
292096,18,1,0
95038,9,1,0
248844,3,1,0
98207,7,1,0
261886,9,1,0
227579,14,1,0
54484,151,1,0
230216,5,1,0
70378,19,1,0
182953,28,1,0
16771,1,1,0
93320,3,1,0
46703,25,1,0
439,2,1,0
144848,3,1,0
17109,6,1,0
125865,15,1,0
121243,9,1,0
59456,12,4,2215
26177,26,1,0
287031,19,1,0
25761,18,2,133
79771,2,2,3529
247894,84,1,0
213421,14,1,0
90521,28,1,0
118625,1,2,2602
18676,26,1,0
137183,3,1,0
125456,1,1,0
40739,3,1,0
304435,9,1,0
197265,9,1,0
32082,2,1,0
288933,246,1,0
31350,3,1,0
44552,18,1,0
100838,15,1,0
84181,17,1,0
146528,11,1,0
48170,3,10,3832
246994,5,1,0
343790,5,1,0
50191,23,1,0
74952,8,1,0
358456,37,1,0
242810,19,1,0
112217,9,1,0
239024,2,1,0
30132,2,1,0
249177,5,1,0
84564,64,1,0
78905,12,2,1269
33594,14,1,0
16725,1,1,0
364553,19,1,0
103303,2,1,0
152000,2,1,0
296047,12,1,0
133838,20,1,0
102863,83,1,0
71424,3,1,0
23271,14,1,0
68391,3,1,0
60546,9,1,0
316100,18,1,0
42662,11,1,0
211427,45,1,0
138815,23,1,0
869,2,1,0
34634,12,1,0
102066,18,1,0
7308,9,1,0
268244,2,1,0
17265,14,1,0
114655,26,1,0
53874,3,1,0
24847,11,1,0
3071,28,1,0
23673,19,1,0
5423,21,1,0
151293,9,1,0
19090,35,1,0
105351,3,2,1470
83111,28,1,0
297938,45,1,0
75260,18,1,0
282434,72,1,0
203223,23,1,0
243984,2,1,0
42297,12,1,0
192135,15,1,0
65028,35,1,0
216548,14,1,0
162488,3,1,0
253907,19,1,0
357266,1,1,0
208047,12,1,0
328115,5,1,0
225220,1,1,0
44476,18,1,0
175442,12,2,183
109516,3,2,733
82015,21,1,0
28082,9,1,0
364298,108,1,0
75469,3,1,0
25876,11,1,0
39838,14,1,0
63205,2,1,0
188580,26,1,0
102913,3,1,0
33443,2,1,0
181462,24,1,0
186888,9,1,0
212710,15,1,0
151043,11,1,0
88531,3,1,0
82394,19,1,0
72214,21,1,0
266077,29,1,0
74550,3,1,0
31996,9,1,0
106800,13,1,0
124938,32,1,0
230975,21,1,0
944,3,2,1010
101096,3,1,0
145782,19,1,0
37862,3,1,0
114314,18,5,4245
25321,15,1,0
120452,14,1,0
171445,3,2,87
132078,2,1,0
102174,15,1,0
14271,13,1,0
120587,3,1,0
161820,2,1,0
289160,19,1,0
44493,2,1,0
95111,15,2,619
84492,15,1,0
1091,9,1,0
56304,12,1,0
71789,14,1,0
134496,3,1,0
278774,35,1,0
91769,21,1,0
35149,18,1,0
18812,62,1,0
120603,12,1,0
71834,9,1,0
12805,18,1,0
47293,9,1,0
11039,14,1,0
46446,18,1,0
157318,2,1,0
235471,1,1,0
252123,19,1,0
141487,2,1,0
127888,27,1,0
273442,15,1,0
75786,20,1,0
69446,3,1,0
93560,3,2,595
91836,109,1,0
85757,7,1,0
20414,9,1,0
81648,18,1,0
101089,23,1,0
110132,3,1,0
90353,18,1,0
31421,12,2,2115
37752,23,1,0
27007,1,1,0
65590,2,1,0
105447,3,2,1262
8120,12,1,0
5296,2,1,0
213014,27,1,0
1638,4,1,0
349602,19,1,0
112455,315,1,0
100946,23,1,0
85945,15,1,0
147392,3,1,0
299966,18,1,0
79095,19,1,0
39958,2,1,0
25752,9,1,0
13909,26,1,0
34829,9,1,0
95585,2,1,0
25588,3,2,1483
286666,48,1,0
108942,27,1,0
20770,26,1,0
311086,19,1,0
323752,10,1,0
21022,3,1,0
76872,12,3,1814
94148,15,1,0
34363,19,1,0
81971,3,1,0
39479,3,2,1420
20961,35,1,0
73516,68,1,0
35495,50,1,0
328238,10,1,0
105720,14,2,2608
43112,8,1,0
129121,3,1,0
12191,18,1,0
205797,14,1,0
100971,11,2,182
91147,12,1,0
109743,6,1,0
120613,3,1,0
66998,9,2,3067
82287,12,1,0
178620,155,1,0
52886,3,2,2320
151221,127,1,0
2850,3,1,0
237106,14,1,0
16257,3,2,977
107969,2,1,0
63686,18,1,0
103370,11,1,0
1082,18,1,0
25705,12,1,0
52402,2,1,0
31600,12,1,0
46755,19,1,0
281504,10,1,0
239403,8,1,0
98556,14,1,0
3964,11,1,0
229238,14,1,0
143288,12,1,0
74324,15,1,0
119592,1,1,0
4019,3,4,2194
58463,62,1,0
122383,3,4,1790
65555,3,1,0
11050,15,1,0
145273,15,1,0
82170,2,1,0
105311,23,1,0
72287,3,1,0
111033,12,1,0
73251,5,1,0
334372,10,1,0
29098,3,1,0
106757,12,1,0
75933,8,1,0
138903,19,1,0
240612,18,1,0
201588,3,1,0
3279,3,1,0
222740,130,1,0
166122,1,1,0
64815,13,1,0
104347,9,1,0
35711,3,1,0
42937,3,1,0
212052,35,1,0
122101,3,1,0
120615,12,1,0
346,15,1,0
142163,18,1,0
50743,20,1,0
71510,3,1,0
123940,18,1,0
77104,12,2,1276
171368,120,1,0
13552,15,1,0
100494,12,1,0
137522,14,1,0
48581,28,1,0
44744,12,8,3252
92325,2,1,0
122982,2,1,0
308820,10,1,0
17329,23,1,0
46568,9,1,0
107907,3,1,0
4516,2,1,0
113135,15,1,0
98738,18,2,117
3178,17,1,0
105649,15,1,0
188773,9,1,0
95029,19,1,0
49013,29,1,0
177104,12,1,0
111663,37,1,0
148182,35,1,0
62054,14,1,0
93021,23,1,0
47289,7,1,0
127490,21,1,0
61424,21,1,0
110108,6,1,0
125100,18,1,0
77257,12,1,0
234262,3,1,0
82427,15,2,619
137052,64,1,0
51680,12,2,149
91086,35,1,0
266403,26,1,0
219605,19,1,0
73269,3,1,0
111286,3,1,0
319810,14,1,0
37020,3,1,0
197093,7,1,0
75221,27,1,0
215733,19,1,0
22344,35,1,0
183002,45,1,0
161299,12,1,0
143802,18,1,0
8403,9,1,0
33516,12,1,0
199611,35,1,0
71863,15,1,0
53773,19,1,0
71968,11,1,0
5032,13,1,0
102382,12,1,0
178212,19,1,0
145679,24,1,0
94299,12,1,0
122517,25,1,0
203075,64,1,0
46160,18,1,0
88233,14,1,0
67254,3,1,0
117346,9,1,0
61718,12,2,2913
283126,10,1,0
34833,12,1,0
46297,7,1,0
48383,18,2,588
50475,2,1,0
228299,14,1,0
137397,3,1,0
39517,64,1,0
15967,28,1,0
198443,19,1,0
111087,3,2,1808
71810,18,1,0
4147,2,1,0
233695,45,1,0
66434,2,1,0
134192,3,2,2945
111635,12,1,0
39756,2,4,2745
115941,9,1,0
298948,45,1,0
51544,7,1,0
312921,11,1,0
45857,3,1,0
32065,19,1,0
117867,18,1,0
106241,12,2,292
4806,2,1,0
73729,2,1,0
69034,9,2,700
75595,19,2,1050
15365,3,1,0
268,18,1,0
24703,18,1,0
103527,12,1,0
123745,7,1,0
101074,3,2,331
146976,17,1,0
5147,9,7,2881
177429,3,1,0
62900,9,1,0
20,21,1,0
305369,105,1,0
9624,12,1,0
60854,9,1,0
75463,3,2,77
10962,21,1,0
98715,18,1,0
23203,18,1,0
31364,12,1,0
51901,12,1,0
121060,3,1,0
28212,15,1,0
26749,12,1,0
149791,9,1,0
7625,2,1,0
48671,1,1,0
196767,15,1,0
89946,25,1,0
250332,12,1,0
125100,2,2,2756
81363,2,1,0
81898,2,1,0
9326,15,1,0
91052,3,1,0
129156,3,1,0
102443,15,1,0
148879,12,1,0
23958,35,1,0
42019,19,1,0
205114,19,1,0
35155,3,2,2723
118252,64,1,0
165085,14,1,0
189061,27,1,0
121238,21,1,0
102357,3,1,0
53441,9,1,0
20362,20,1,0
184100,40,1,0
64236,14,1,0
95177,18,1,0
194220,232,1,0
135036,29,1,0
38133,12,1,0
134389,24,1,0
144196,14,1,0
107653,9,1,0
53751,2,1,0
11259,3,1,0
323694,2,1,0
242599,5,1,0
161734,3,1,0
43437,3,1,0
290365,84,1,0
203377,3,2,1756
28956,3,1,0
338821,19,1,0
33746,18,1,0
70376,2,1,0
36275,64,1,0
100157,8,1,0
127856,10,1,0
82621,9,1,0
26436,15,1,0
116752,8,1,0
11279,15,1,0
56054,45,1,0
18099,9,1,0
94135,12,1,0
93054,14,2,1365
38845,11,1,0
50069,18,1,0
154875,5,1,0
105160,18,1,0
34079,2,1,0
85150,3,3,1187
146001,3,4,1234
147590,9,1,0
119893,1,1,0
26379,12,1,0
254182,5,1,0
79909,8,1,0
44545,23,1,0
191341,2,1,0
50934,2,1,0
39328,3,1,0
37458,3,1,0
49495,18,1,0
34287,18,1,0
22699,3,1,0
78199,18,1,0
10197,72,1,0
153057,18,1,0
199379,9,1,0
11144,15,1,0
190191,9,1,0
110769,14,1,0
83311,12,1,0
83886,1,1,0
170460,14,1,0
83432,3,1,0
52094,12,2,477
83561,35,1,0
52180,6,1,0
154408,12,1,0
124818,23,1,0
232992,19,1,0
123794,13,1,0
82502,9,1,0
84736,18,1,0
32539,18,1,0
281754,19,1,0
7664,9,1,0
32810,15,1,0
927,35,1,0
80318,12,1,0
97684,15,2,2798
19248,2,1,0
124025,26,1,0
8391,12,1,0
42539,3,1,0
84870,6,1,0
101184,3,1,0
59111,21,1,0
14617,26,1,0
125312,3,1,0
76012,15,1,0
13634,12,3,2241
108075,9,1,0
109625,9,1,0
30220,3,1,0
37608,15,1,0
5787,3,1,0
47277,15,1,0
179949,14,1,0
47337,3,1,0
173087,64,1,0
11221,1,1,0
64346,7,1,0
171290,35,1,0
63137,13,1,0
162296,2,1,0
97460,18,1,0
26735,24,1,0
25172,15,1,0
195355,13,1,0
15651,18,1,0
98004,10,1,0
61900,12,1,0
2827,3,1,0
80431,9,1,0
273091,10,1,0
122701,2,1,0
8330,3,1,0
48846,15,2,1120
76181,9,2,3280
82502,3,1,0
103825,35,1,0
82100,3,1,0
41559,14,1,0
129945,208,1,0
10746,15,1,0
317736,19,1,0
55893,20,1,0
55025,2,1,0
122429,3,1,0
46019,15,1,0
166104,1,1,0
124479,18,1,0
3066,9,1,0
72143,2,1,0
119734,1,1,0
113119,18,1,0
45744,3,1,0
13945,3,1,0
295450,19,1,0
71474,2,3,1473
96181,14,1,0
247804,3,1,0
72065,26,1,0
39782,3,3,3077
80306,3,1,0
12307,14,1,0
1082,15,2,1174
63936,3,1,0
46371,21,1,0
79183,13,1,0
49541,18,1,0
69133,3,1,0
67586,12,2,230
37180,3,1,0
93021,12,8,2968
116976,14,1,0
118339,12,3,2414
62083,18,1,0
272602,13,1,0
199024,12,1,0
81744,3,1,0
121303,11,1,0
11011,2,1,0
283989,9,1,0
138561,14,1,0
305936,3,1,0
74567,15,1,0
26449,2,1,0
80356,19,1,0
48684,12,1,0
26876,23,1,0
10409,13,1,0
104454,12,1,0
58404,15,1,0
106132,3,1,0
255086,18,1,0
27766,1,1,0
103899,25,1,0
52676,25,2,1518
5038,15,1,0
255382,12,1,0
38888,13,1,0
68421,2,1,0
44400,14,1,0
84475,9,1,0
119816,3,1,0
83260,13,1,0
36435,18,1,0
90668,3,1,0
73288,26,1,0
78754,3,1,0
312920,9,1,0
48536,1,1,0
96922,35,1,0
156872,11,1,0
13073,3,2,821
298689,19,1,0
234387,24,1,0
106107,18,2,1645
212910,66,1,0
96099,26,1,0
35901,12,1,0
63400,9,1,0
72271,12,1,0
109451,9,1,0
171292,18,1,0
359321,21,1,0
76741,6,1,0
112132,3,2,453
102264,19,1,0
170904,19,1,0
15373,3,1,0
81501,2,1,0
82876,9,1,0
96577,12,1,0
121994,15,1,0
72329,9,2,77
349265,5,1,0
109084,19,1,0
56465,12,2,2981
42784,9,1,0
121302,17,1,0
80402,12,1,0
2770,9,1,0
141724,29,1,0
134969,2,1,0
110078,29,1,0
319370,14,1,0
96984,12,1,0
178851,18,1,0
107363,18,1,0
176747,9,1,0
197394,110,1,0
263011,19,1,0
351730,19,1,0
5178,20,4,2893
7275,2,1,0
50193,3,1,0
351662,13,1,0
197419,1,1,0
73107,9,1,0
88052,12,1,0
25172,6,1,0
55430,15,1,0
67494,14,1,0
291015,19,1,0
118440,3,1,0
261837,29,1,0
17231,3,1,0
58614,18,1,0
111025,64,1,0
38887,3,1,0
147769,2,2,2052
202230,12,1,0
112403,58,1,0
151352,19,1,0
160103,3,1,0
19175,15,1,0
14256,2,1,0
68929,14,1,0
264212,10,1,0
16529,2,1,0
117800,2,1,0
63840,14,1,0
81695,9,1,0
45529,12,1,0
192977,14,1,0
83252,3,2,187
80244,12,1,0
34295,3,1,0
112751,12,1,0
29315,14,1,0
122824,11,1,0
48738,3,1,0
131462,19,1,0
167031,26,1,0
47171,12,2,1280
192155,19,1,0
278428,12,1,0
103882,15,1,0
343619,19,1,0
353423,3,1,0
37540,12,1,0
314805,19,1,0
81857,12,1,0
97724,36,1,0
8292,9,5,2470
95324,2,2,2332
96989,55,1,0
43968,3,1,0
123596,3,1,0
93416,14,1,0
34897,3,2,356
92729,12,1,0
26853,3,1,0
5178,21,2,241
91117,35,1,0
165259,18,1,0
64659,3,2,2171
95442,14,2,39
280918,2,1,0
87073,64,1,0
100275,122,1,0
77840,23,1,0
159907,12,1,0
68338,13,1,0
151322,10,1,0
70274,15,1,0
34816,3,1,0
62620,1,1,0
6127,3,1,0
26310,3,1,0
27973,18,1,0
78857,12,1,0
114289,12,1,0
99377,3,1,0
58905,3,1,0
299172,15,1,0
122517,3,1,0
70165,14,2,1312
350601,1,1,0
143593,15,1,0
127414,15,1,0
259745,20,1,0
43984,9,2,3094
210709,15,1,0
76056,15,1,0
45745,15,4,3889
79478,12,1,0
129064,12,1,0
32753,6,1,0
99320,15,1,0
364044,6,1,0
315281,3,1,0
89250,84,1,0
120221,1,1,0
109735,8,1,0
102221,3,1,0
113275,12,1,0
89446,26,1,0
350594,55,1,0
116324,3,1,0
72732,14,1,0
124291,12,1,0
140198,35,1,0
127822,18,1,0
123739,3,2,2157
146280,12,1,0
272655,13,1,0
79614,15,1,0
25614,18,1,0
51478,3,1,0
65813,8,1,0
68702,21,1,0
51198,18,1,0
183599,15,1,0
19348,14,1,0
38814,3,1,0
201652,12,1,0
161013,37,1,0
47112,19,1,0
223776,55,1,0
102511,12,2,2183
105447,26,1,0
97670,3,2,4088
6294,2,1,0
37628,14,1,0
133813,3,1,0
80432,3,1,0
105162,3,2,151
72290,3,1,0
23411,3,1,0
15829,2,1,0
97773,18,1,0
206352,24,1,0
108771,2,1,0
106000,19,1,0
973,1,1,0
98454,3,2,74
74767,13,2,2717
12499,14,1,0
70132,12,1,0
108180,9,2,2560
12429,6,1,0
249291,19,1,0
26541,12,1,0
20576,19,1,0
122361,9,1,0
176806,3,1,0
77355,23,1,0
5348,58,1,0
78009,23,1,0
68471,14,2,724
88736,12,1,0
93587,14,2,1062
3102,9,1,0
238588,190,1,0
192101,29,1,0
118131,14,1,0
57926,2,2,838
2358,18,1,0
106035,12,3,2069
70233,14,1,0
55514,15,1,0
272232,2,1,0
230547,19,1,0
91611,2,2,2928
240934,14,1,0
31823,64,1,0
7257,11,1,0
98715,35,1,0
116210,20,1,0
62143,25,1,0
93886,2,1,0
62077,26,1,0
19061,21,1,0
178208,3,1,0
138357,56,1,0
55898,2,1,0
149638,23,1,0
204844,9,1,0
92261,11,1,0
157868,12,1,0
16152,9,1,0
73027,14,1,0
57051,11,1,0
214448,70,1,0
6681,9,1,0
10962,6,1,0
117242,3,1,0
97514,2,1,0
145969,84,1,0
48384,8,1,0
61920,2,1,0
106354,32,1,0
18082,64,1,0
82068,23,1,0
116793,2,1,0
80485,18,1,0
32206,3,1,0
9734,14,1,0
31413,29,1,0
41483,3,1,0
257892,3,1,0
101877,3,1,0
72171,9,1,0
70372,18,1,0
58560,1,1,0
185434,14,1,0
78730,18,1,0
1049,23,1,0
73774,1,1,0
9412,2,3,1038
60111,35,1,0
48240,7,4,253
74834,13,1,0
90326,24,1,0
50482,19,1,0
221160,19,1,0
3808,13,1,0
216340,19,1,0
131289,10,1,0
353409,13,1,0
29950,11,1,0
97684,12,2,1522
8352,62,1,0
37109,12,1,0
313476,3,1,0
77055,3,2,1962
113682,21,1,0
82956,18,1,0
110237,8,1,0
125670,23,1,0
113293,21,1,0
132104,8,1,0
51577,3,1,0
67092,3,1,0
125141,25,1,0
120768,9,1,0
235015,45,1,0
43793,8,4,666
188073,2,1,0
100393,26,1,0
49528,2,1,0
36916,15,1,0
42470,35,1,0
125042,1,1,0
97716,8,1,0
39888,2,1,0
79909,22,1,0
158274,9,1,0
48552,14,2,586
187501,18,1,0
308724,29,1,0
154721,12,1,0
350674,15,1,0
80002,9,1,0
107748,2,1,0
102027,14,1,0
28123,1,1,0
131607,12,1,0
240839,15,1,0
34044,7,1,0
99856,8,2,2543
75580,19,1,0
11450,15,1,0
276667,3,1,0
6268,12,2,3003
96014,15,1,0
51373,12,1,0
4754,9,1,0
108153,9,1,0
37738,13,1,0
196692,12,1,0
230815,12,1,0
75952,12,1,0
121408,9,1,0
102235,19,1,0
75843,13,1,0
147612,18,1,0
155812,19,1,0
121553,14,1,0
200983,8,1,0
241057,19,1,0
3210,11,1,0
109743,19,4,1212
251217,43,1,0
362998,64,1,0
111005,12,1,0
190589,24,1,0
17267,12,1,0
46482,9,1,0
59540,12,1,0
301255,3,1,0
30265,15,1,0
70670,20,1,0
99897,18,1,0
92712,12,3,868
166418,19,1,0
14090,10,1,0
11797,29,1,0
85406,28,1,0
5314,33,1,0
62931,2,1,0
111159,15,1,0
1462,32,1,0
56035,14,1,0
49206,18,1,0
58690,18,1,0
70921,14,1,0
205623,14,1,0
271962,2,1,0
202678,3,1,0
161814,35,2,60
43513,12,1,0
5371,3,1,0
91522,72,1,0
222669,19,1,0
46525,12,1,0
77041,2,1,0
48395,3,1,0
102264,28,1,0
68418,9,2,1350
1919,15,1,0
55567,18,2,84
308214,19,1,0
113479,8,1,0
8201,7,1,0
304218,3,1,0
46065,12,1,0
129050,14,1,0
139886,6,1,0
40348,18,2,1542
85025,29,1,0
81674,3,1,0
208631,3,1,0
298842,5,1,0
39007,3,1,0
245249,3,1,0
173704,12,1,0
88687,9,1,0
145769,2,1,0
17149,19,4,1362
211199,10,1,0
67249,62,1,0
1117,15,1,0
213012,26,1,0
156572,13,1,0
56295,3,1,0
5282,12,1,0
100868,15,1,0
118157,17,1,0
18124,19,1,0
10239,14,3,1463
63822,35,1,0
115744,11,1,0
317074,19,1,0
188013,14,1,0
164145,13,1,0
81731,14,1,0
68516,15,2,3599
363637,29,1,0
43984,10,1,0
48708,29,1,0
50251,2,1,0
186467,45,1,0
60574,9,1,0
249510,66,1,0
81632,18,1,0
102630,2,1,0
8180,12,2,44
17357,2,1,0
113212,26,1,0
316848,139,1,0
47304,2,1,0
179626,9,1,0
156664,9,1,0
253627,15,1,0
28186,18,1,0
14435,107,1,0
113865,14,1,0
103176,9,1,0
262858,66,1,0
232439,26,1,0
74090,61,1,0
149640,19,1,0
1313,21,1,0
703,18,1,0
32677,14,1,0
23674,9,1,0
111159,2,3,2727
118339,11,1,0
99897,19,1,0
7172,3,1,0
106524,18,1,0
9429,2,1,0
60311,9,1,0
79066,21,1,0
35007,15,1,0
102065,7,1,0
62129,18,1,0
66003,19,1,0
35802,7,1,0
167436,26,1,0
34158,9,1,0
204448,3,1,0
134094,9,1,0
82265,6,1,0
79857,26,1,0
10314,2,1,0
59008,15,2,2354
81350,2,1,0
92844,19,1,0
183384,3,1,0
110821,8,1,0
33860,21,1,0
56201,7,1,0
108073,14,1,0
8179,8,1,0
1082,2,2,1454
30713,11,1,0
183242,35,1,0
290362,18,1,0
55698,12,1,0
14044,18,3,1270
77891,1,1,0
336849,29,1,0
24847,6,1,0
29471,3,1,0
22294,28,1,0
284299,19,1,0
188929,15,1,0
147711,5,1,0
298514,10,1,0
118339,27,1,0
84308,12,1,0
147578,19,1,0
179006,9,1,0
207366,19,1,0
159417,12,1,0
67188,14,1,0
44067,12,7,3402
114220,20,1,0
61048,9,1,0
127902,2,1,0
305850,2,1,0
32423,15,1,0
69173,35,1,0
111267,21,1,0
44328,3,3,2462
167278,15,1,0
61148,15,1,0
340868,3,1,0
168878,22,1,0
44498,23,1,0
182049,3,2,2705
283398,15,1,0
111780,23,1,0
17380,15,1,0
3862,14,1,0
17012,9,1,0
48251,2,1,0
172697,2,1,0
357800,19,1,0
278370,15,1,0
277664,15,1,0
142643,14,1,0
115960,3,1,0
300646,19,1,0
179122,8,1,0
74013,9,2,1241
77499,35,1,0
103239,12,1,0
112205,14,1,0
40730,14,1,0
67202,60,1,0
8718,7,1,0
118208,3,2,2955
12505,15,2,992
37703,64,1,0
327851,12,1,0
69173,18,1,0
63323,12,1,0
220346,10,1,0
20547,2,2,414
92510,2,1,0
62882,23,1,0
100562,3,1,0
96015,11,1,0
118648,18,2,348
3788,2,1,0
122711,18,1,0
61363,15,1,0
37318,12,1,0
118238,62,1,0
105560,8,1,0
143605,5,1,0
127299,3,1,0
298519,19,1,0
19902,64,1,0
150471,3,1,0
37020,15,1,0
91712,3,1,0
5036,2,1,0
110064,12,1,0
40648,35,1,0
28411,18,1,0
198137,9,1,0
117389,18,1,0
155400,3,2,146
63229,12,1,0
52094,18,2,462
87907,3,1,0
98748,3,1,0
71488,3,1,0
208247,7,1,0
54635,14,1,0
54095,27,1,0
202344,18,1,0
24905,1,1,0
142517,39,1,0
122288,12,1,0
61365,18,1,0
56450,15,1,0
273335,1,1,0
57891,3,1,0
155008,2,1,0
35414,18,1,0
32558,12,1,0
12579,9,1,0
79881,6,1,0
69044,13,1,0
129822,20,1,0
200967,15,1,0
78478,9,2,3389
4463,14,1,0
19934,18,2,1035
127129,1,1,0
40519,3,2,3049
177636,29,1,0
34352,13,1,0
78422,3,1,0
82865,11,1,0
68247,3,2,2011
43476,9,1,0
84065,3,1,0
273905,19,1,0
172485,12,1,0
52881,25,1,0
49916,47,1,0
46032,14,1,0
56245,3,1,0
116773,24,1,0
150553,9,1,0
258850,45,1,0
285139,7,1,0
76885,2,3,575
113354,11,1,0
189176,12,1,0
106429,2,1,0
74712,1,1,0
89323,13,1,0
102614,64,1,0
54002,3,1,0
140127,45,1,0
130629,20,1,0
143423,3,1,0
69372,18,1,0
96719,15,1,0
162718,3,1,0
38379,3,1,0
38628,12,2,1533
63848,18,1,0
346364,11,1,0
24847,15,1,0
46423,15,1,0
257707,19,1,0
50659,11,1,0
53454,38,1,0
33908,9,1,0
146236,15,1,0
126079,21,1,0
94068,9,1,0
109382,13,1,0
340228,108,1,0
46755,12,2,2118
169912,14,1,0
138131,12,1,0
317088,15,1,0
7895,2,1,0
50897,12,1,0
133077,18,1,0
79631,9,1,0
64367,3,2,1594
10274,14,2,1073
9587,11,1,0
75171,9,3,3028
55705,12,1,0
50129,9,1,0
104592,2,1,0
114816,15,1,0
8595,9,1,0
106371,23,1,0
91013,26,1,0
148433,12,1,0
224255,12,1,0
199321,9,1,0
38602,25,1,0
256745,45,1,0
82241,9,1,0
44018,3,2,433
144166,3,1,0
94638,13,1,0
327727,5,1,0
80660,1,1,0
174301,72,1,0
119284,15,1,0
95578,14,1,0
7283,18,1,0
164859,11,1,0
47221,35,1,0
3239,8,1,0
21918,12,2,1862
13597,21,1,0
268290,2,1,0
94415,15,1,0
68681,10,1,0
35905,21,1,0
190599,3,1,0
103221,29,1,0
35104,2,1,0
94209,15,1,0
211863,21,1,0
115190,7,1,0
320872,15,1,0
110072,12,1,0
71797,12,1,0
124739,13,1,0
78478,18,1,0
118252,3,2,896
106887,35,1,0
80827,26,1,0
68257,2,1,0
38975,12,1,0
114220,27,1,0
29497,12,1,0
36183,2,25,3773
140312,34,1,0
119304,14,1,0
100393,7,1,0
341288,13,1,0
55477,13,1,0
48030,20,1,0
175171,13,1,0
26340,8,1,0
156874,19,1,0
110760,8,1,0
2770,21,1,0
168404,19,1,0
259921,19,1,0
51945,3,2,3109
48820,18,2,467
115388,14,1,0
67879,1,1,0
23289,12,2,169
93057,1,1,0
93897,3,1,0
124779,12,1,0
84794,7,1,0
87020,15,1,0
100502,3,2,800
113958,12,1,0
11174,14,1,0
8582,2,1,0
174027,3,1,0
109243,19,1,0
265054,3,1,0
361957,45,1,0
66948,3,2,314
80431,3,1,0
60298,15,2,1171
214991,19,1,0
89937,3,1,0
132810,12,1,0
87775,3,1,0
196632,18,1,0
80058,14,1,0
109078,8,1,0
2911,14,1,0
38422,20,1,0
80949,14,1,0
104676,15,1,0
71667,2,1,0
54008,2,1,0
347917,19,1,0
41203,12,1,0
125232,18,1,0
124519,19,1,0
71073,19,1,0
87540,3,2,154
79593,12,1,0
115814,12,1,0
14764,26,1,0
114381,14,1,0
9190,6,1,0
2982,9,1,0
177266,5,1,0
136156,12,1,0
